amendment,amendment_label,rank,score,chunk_id,document_id,title,author,date,source_collection,source_url,preview
8,Eighth Amendment,24,2,jefferson_writings_vol_1_0054,jefferson_writings_vol_1,"The Writings of Thomas Jefferson, Volume 1",Thomas Jefferson,1760-1776,founders_correspondence,https://www.gutenberg.org/cache/epub/45847/pg45847.txt,"Beccaria, and other writers on crimes and punishments, had satisfied the reasonable world of the unrightfulness and inefficacy of the punishment of crimes by death; and hard labor on roads, canals and other public works, had been suggested as a ..."
8,Eighth Amendment,25,2,jefferson_writings_vol_1_0176,jefferson_writings_vol_1,"The Writings of Thomas Jefferson, Volume 1",Thomas Jefferson,1760-1776,founders_correspondence,https://www.gutenberg.org/cache/epub/45847/pg45847.txt,"I have got through the bill for ""proportioning crimes and punishments in cases heretofore capital,"" and now enclose it to you with a request that you will be so good, as scrupulously to examine and correct it, that it may ..."
8,Eighth Amendment,26,2,jefferson_writings_vol_1_0179,jefferson_writings_vol_1,"The Writings of Thomas Jefferson, Volume 1",Thomas Jefferson,1760-1776,founders_correspondence,https://www.gutenberg.org/cache/epub/45847/pg45847.txt,"And where persons, meaning to commit a trespass[43] only, or larceny, or other unlawful deed, and doing an act from which involuntary homicide hath ensued, have heretofore been adjudged guilty of manslaughter, or of murder, by transferring such their unlawful ..."
8,Eighth Amendment,27,1,mason_objections_1787_0002,mason_objections_1787,George Mason — Objections to this Constitution of Government,George Mason,1787-09-16,anti_federalist,https://founders.archives.gov/documents/Mason/04-01-02-0277,"United States has the unrestrained power of granting pardons for treason, which may be sometimes exercised to screen from punishment those whom he had secretly instigated to commit the crime, and thereby prevent a discovery of his own guilt. By ..."
8,Eighth Amendment,28,1,north_carolina_ratification_1789_0004,north_carolina_ratification_1789,North Carolina Ratification and Declaration of Rights,North Carolina Convention,1789-11-21,anti_federalist,https://avalon.law.yale.edu/18th_century/ratnc.asp,"XI. That each state, respectively, shall have the power to provide for organizing, arming and disciplining its own militia whensoever Congress shall omit or neglect to provide for the same. That the militia shall not be subject to martial law, ..."
8,Eighth Amendment,29,1,henry_speeches_virginia_1788_0341,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"and every other part of the Constitution, was left to those who were to govern. If so, he asked if Congress could not inflict the most ignominious punishments on the most worthy citizens of the community. Would freemen submit to ..."
8,Eighth Amendment,30,1,henry_speeches_virginia_1788_0348,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"civil power, and that a military officer is to be substituted for the sheriff in all cases. This unwarrantable objection is urged, like many others, to produce the rejection of this government, though contrary to reason. What is the meaning ..."
9,Ninth Amendment,1,5,federalist_lxxxv_0289,federalist_lxxxv,Federalist No. Lxxxv. Concluding Remarks,Alexander Hamilton,1787-10-27/1788-05-28,federalist_papers,https://www.gutenberg.org/cache/epub/18/pg18.txt,"Had they attempted to enumerate the particular powers or means not necessary or proper for carrying the general powers into execution, the task would have been no less chimerical; and would have been liable to this further objection, that every ..."
9,Ninth Amendment,2,5,hamilton_works_vol_11_0306,hamilton_works_vol_11,"The Works of Alexander Hamilton, Volume 11",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/alexanderworksof11hamirich/alexanderworksof11hamirich_djvu.txt,"adopting the second article of Confederation, it is evident that the new Congress would be continually exposed, as their predecessors have been, to the alternative of construing the term ""expressly"" with so much rigor, as to disarm the government of ..."
9,Ninth Amendment,3,5,hamilton_works_vol_3_0327,hamilton_works_vol_3,"The Works of Alexander Hamilton, Volume 3",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/alexanderworksof03hamirich/alexanderworksof03hamirich_djvu.txt,"power to erect corporations in all cases. A par ticular legislative power implies authority to erect corporations in relation to cases arising under that power only. Hence the affirming that, as incident to sovereign power, Congress may erect a corporation ..."
9,Ninth Amendment,4,5,jefferson_writings_vol_9_0304,jefferson_writings_vol_9,"The Writings of Thomas Jefferson, Volume 9",Thomas Jefferson,1816-1826,founders_correspondence,https://www.gutenberg.org/cache/epub/56578/pg56578.txt,"Still, however, Congress refused to give the enumeration the sanction of a place on their journals, because it was not formed on such evidence as a strict attention to accuracy and truth required. They used it from necessity, because they ..."
9,Ninth Amendment,5,4,bill_of_rights_original_text_1791_0001,bill_of_rights_original_text_1791,Bill of Rights - Original Text,United States Congress,1791-12-15,bill_of_rights,https://www.archives.gov/founding-docs/bill-of-rights-transcript,"AMENDMENT VIII Excessive bail shall not be required, nor excessive fines imposed, nor cruel and unusual punishments inflicted. AMENDMENT IX The enumeration in the Constitution, of certain rights, shall not be construed to deny or disparage others retained by the ..."
9,Ninth Amendment,6,3,federalist_lxxxv_0258,federalist_lxxxv,Federalist No. Lxxxv. Concluding Remarks,Alexander Hamilton,1787-10-27/1788-05-28,federalist_papers,https://www.gutenberg.org/cache/epub/18/pg18.txt,"and general welfare of the United States,” amounts to an unlimited commission to exercise every power which may be alleged to be necessary for the common defense or general welfare. No stronger proof could be given of the distress under ..."
